replay_buffer/size,trainer/QF1 Loss,trainer/QF2 Loss,trainer/Num Q Updates,trainer/Num Policy Updates,trainer/Policy Loss,trainer/Q1 Predictions Mean,trainer/Q1 Predictions Std,trainer/Q1 Predictions Max,trainer/Q1 Predictions Min,trainer/Q2 Predictions Mean,trainer/Q2 Predictions Std,trainer/Q2 Predictions Max,trainer/Q2 Predictions Min,trainer/Q Targets Mean,trainer/Q Targets Std,trainer/Q Targets Max,trainer/Q Targets Min,trainer/MMD Loss Mean,trainer/MMD Loss Std,trainer/MMD Loss Max,trainer/MMD Loss Min,trainer/Action Divergence Mean,trainer/Action Divergence Std,trainer/Action Divergence Max,trainer/Action Divergence Min,trainer/Raw Action Divergence Mean,trainer/Raw Action Divergence Std,trainer/Raw Action Divergence Max,trainer/Raw Action Divergence Min,trainer/Alpha,exploration/num steps total,exploration/num paths total,evaluation/num steps total,evaluation/num paths total,evaluation/path length Mean,evaluation/path length Std,evaluation/path length Max,evaluation/path length Min,evaluation/Rewards Mean,evaluation/Rewards Std,evaluation/Rewards Max,evaluation/Rewards Min,evaluation/Returns Mean,evaluation/Returns Std,evaluation/Returns Max,evaluation/Returns Min,evaluation/Actions Mean,evaluation/Actions Std,evaluation/Actions Max,evaluation/Actions Min,evaluation/Num Paths,evaluation/Average Returns,time/evaluation sampling (s),time/logging (s),time/saving (s),time/training (s),time/epoch (s),time/total (s),Epoch
1998000,0.009848904,0.004832287,0,0,24.092567,0.76556623,4.258857,34.12297,-1.585138,0.80269086,4.2809925,34.289406,-1.5448494,0.80162317,4.286307,33.785213,-1.6126543,0.0510938,0.028670367,0.14952588,0.0025462967,0.22794026,0.18865556,1.0388049,3.370533e-05,0.37916574,0.29745016,2.2590537,0.00052025076,22026.466796875,0,0,72000,120,600.0,0.0,600,600,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.014709729,0.37714374,0.9805732,-0.95600927,8,0.0,8.54160461795982,0.011133641004562378,0.05066801002249122,29.399772190023214,38.00317845901009,1094.0336054500658,14
1998000,0.012863151,0.009546226,0,0,-24.064669,1.7512398,6.8861055,46.967697,-1.7678788,1.7688146,6.8929873,47.149776,-1.7359793,1.7726051,6.9027348,46.532967,-1.7184843,0.048899166,0.030286727,0.18870835,0.00593406,0.21029827,0.18985087,1.103543,5.5390152e-05,0.3619591,0.32696602,2.2684216,6.0164875e-05,21865.123046875,0,0,76800,128,600.0,0.0,600,600,0.004375,0.06599893465049265,1.0,0.0,2.625,6.9450971915445505,21.0,0.0,-0.014487443,0.38397342,0.9768662,-0.9614931,8,2.625,8.520555006922223,0.009258833946660161,0.033163562999106944,29.382313105044886,37.945290508912876,1131.9812979799462,15
1998000,0.02174434,0.014316275,0,0,-29.82312,0.86630464,4.5167465,43.371365,-1.536388,0.8839189,4.5313253,43.613823,-1.5149673,0.91912353,4.580674,44.049126,-1.3037407,0.048646033,0.028539179,0.19163232,0.005274665,0.21013933,0.1876441,1.8680608,5.1641895e-05,0.36531103,0.31013024,2.7610312,0.000564586,22026.466796875,0,0,81600,136,600.0,0.0,600,600,0.004375,0.06599893465049265,1.0,0.0,2.625,6.9450971915445505,21.0,0.0,-0.022354936,0.38425672,0.9351025,-0.9690836,8,2.625,8.70571856701281,0.010219246963970363,0.03298570797778666,29.295705431955867,38.04462895391043,1170.0283893466694,16
1998000,0.025468268,0.026305791,0,0,9.782881,0.9668443,4.796214,45.59818,-1.1997772,0.9691994,4.772646,45.21352,-1.239586,1.0183305,4.844255,45.36613,-1.2316921,0.05044414,0.031043276,0.21408011,0.0032276206,0.24000451,0.23670973,1.8832676,6.2077647e-06,0.39565486,0.36073104,2.8896968,0.000110266425,22026.466796875,0,0,86400,144,600.0,0.0,600,600,0.018541666666666668,0.1348994931935954,1.0,0.0,11.125,19.270686936380862,45.0,0.0,0.017317317,0.34675935,0.97884357,-0.9453255,8,11.125,8.406038025044836,0.00884109502658248,0.03751916601322591,29.263007903005928,37.71540618909057,1207.7462212668033,17
1998000,0.020262532,0.026590636,0,0,-77.034744,1.2144821,6.426161,50.994724,-1.1654154,1.2060436,6.3813024,50.789227,-1.1863809,1.2504781,6.494901,52.111874,-1.1602639,0.046502627,0.027252486,0.15336633,0.0060533937,0.20444033,0.19943254,1.4636126,3.8987288e-05,0.34633654,0.29276475,2.0568907,0.00032409452,22025.185546875,0,0,91200,152,600.0,0.0,600,600,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01832181,0.43971103,0.9655926,-0.9498612,8,0.0,8.592571945977397,0.01083797006867826,0.037324736011214554,29.28646093804855,37.92719559010584,1245.6758304439718,18
1998000,0.0045886748,0.0055152224,0,0,81.64212,0.86370695,4.2781653,35.77037,-1.982602,0.86152184,4.281704,35.979443,-1.8216655,0.8781104,4.2643614,35.54261,-1.5820564,0.05370655,0.041892022,0.30788046,0.0033544,0.24971747,0.3143332,2.5420837,6.0808117e-05,0.42822248,0.55072325,5.572797,0.0003545203,22026.466796875,0,0,96000,160,600.0,0.0,600,600,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.018968046,0.39398625,0.9460877,-0.9742097,8,0.0,8.499055252992548,0.00932928896509111,0.0354486140422523,29.344475709018297,37.88830886501819,1283.5678559300723,19
1998000,0.016936576,0.015191557,0,0,-75.38234,1.0720474,5.1698194,46.769043,-1.6959645,1.0786072,5.169737,46.636593,-1.6996015,1.0702989,5.148601,45.48011,-1.6247149,0.04656309,0.028369721,0.18519427,0.0025926908,0.20728886,0.1710332,1.043026,6.9251975e-05,0.34570935,0.2836168,2.5355558,0.00035245612,21932.140625,0,0,100800,168,600.0,0.0,600,600,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0061494587,0.4222256,0.9766067,-0.9581584,8,0.0,8.587478730012663,0.009276947006583214,0.03449450503103435,29.08672339201439,37.71797357406467,1321.289766901289,20
1998000,0.006403921,0.010520987,0,0,-14.777765,0.82531714,4.533334,43.778095,-1.6002623,0.83547467,4.5405307,43.967335,-1.6581267,0.83114433,4.5327864,43.408813,-1.3567147,0.049323756,0.031009082,0.15372968,0.003912175,0.20202106,0.19252288,1.3716607,9.2555274e-05,0.36756343,0.32089075,2.3242898,0.00034457466,21860.140625,0,0,105600,176,600.0,0.0,600,600,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003486848,0.40335155,0.94571495,-0.9595175,8,0.0,8.514027636963874,0.008985463995486498,0.03463507199194282,29.212176471948624,37.76982464489993,1359.0620086932322,21
1998000,0.015616318,0.024057504,0,0,57.41577,1.4125853,5.778152,47.261696,-1.4760085,1.4133139,5.800955,47.524155,-1.4117024,1.3984494,5.800263,47.352562,-1.4852245,0.05260735,0.032572284,0.21794891,0.0046372404,0.23241307,0.23633645,1.8232622,0.00013879765,0.3787186,0.35387143,2.984243,0.00040095407,22020.396484375,0,0,110400,184,600.0,0.0,600,600,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02359961,0.41014633,0.96163964,-0.9794472,8,0.0,8.415529734105803,0.008396195946261287,0.032054887036792934,29.729363044025376,38.185343861114234,1397.2501870483393,22
1998000,0.019016325,0.022854019,0,0,53.526756,1.618861,6.489498,51.845097,-2.9055252,1.605328,6.510241,52.349754,-2.6852672,1.6062516,6.477848,52.01845,-2.721368,0.052430112,0.033695005,0.251744,0.004887554,0.2191521,0.22168183,1.4160535,1.6879678e-05,0.3800972,0.39223918,4.043351,0.00017880554,22026.466796875,0,0,115200,192,600.0,0.0,600,600,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0013576507,0.43186563,0.9620841,-0.9299138,8,0.0,8.614900871994905,0.009086370002478361,0.034603882930241525,29.614759579999372,38.273350704927,1435.5257174931467,23
1998000,0.038908593,0.044130486,0,0,176.21255,2.205697,8.153941,57.6635,-2.3903189,2.2239182,8.148372,57.278023,-2.1082454,2.1913366,8.083018,57.515457,-2.0189052,0.058000036,0.031672005,0.22022848,0.003912175,0.23382512,0.23662972,1.5670135,8.918121e-05,0.39788222,0.36231756,2.9582858,0.00038150366,22026.466796875,0,0,120000,200,600.0,0.0,600,600,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.014790103,0.41261166,0.95007974,-0.9742513,8,0.0,8.283622171031311,0.009063075063750148,0.03559912904165685,29.45424357498996,37.78252795012668,1473.3106771763414,24
1998000,0.02721551,0.020824114,0,0,179.85162,1.1516727,5.8927584,49.867214,-3.8035896,1.1716416,5.921623,50.05689,-3.6592758,1.1806941,5.9480505,49.72697,-3.3728209,0.058165252,0.03235438,0.17902796,0.0056878855,0.2282849,0.23101987,1.4111574,8.0164704e-05,0.39578968,0.3468022,2.191673,0.0020964146,22026.466796875,0,0,124800,208,600.0,0.0,600,600,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0234719,0.41679215,0.9592298,-0.882293,8,0.0,7.701508214930072,0.009410516009666026,0.034843624918721616,28.02292530599516,35.76868766185362,1509.0818146771053,25
1998000,0.010808053,0.009638127,0,0,-28.004883,0.7331601,4.650647,60.579983,-2.7027066,0.71937084,4.6620984,60.60885,-2.8711271,0.7388081,4.719218,61.369297,-2.8691552,0.04871636,0.029161727,0.14578626,0.0043452727,0.21885414,0.1949414,1.1841105,3.98073e-05,0.35838407,0.28859404,2.2441182,0.00017489566,21816.5078125,0,0,129600,216,600.0,0.0,600,600,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0034919214,0.43391132,0.9907427,-0.972848,8,0.0,7.130864416016266,0.009292773087508976,0.0335805790964514,28.612167344079353,35.78590511227958,1544.8702024753438,26
1998000,0.08494144,0.07135214,0,0,23.29224,1.9166741,6.6723237,53.855278,-1.0789602,1.8817897,6.6373243,53.582893,-1.2774366,1.8765979,6.7427816,54.576004,-1.2052389,0.051057465,0.031813815,0.19546972,0.0032825542,0.18705846,0.19550718,1.1370603,9.795178e-06,0.35485777,0.32776555,2.5201335,1.3987299e-05,22026.466796875,0,0,134400,224,600.0,0.0,600,600,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.01796854,0.4463896,0.99042064,-0.9804292,8,0.0,7.020368608995341,0.00934837106615305,0.03535974398255348,28.361188782961108,35.426265507005155,1580.298906766693,27
1998000,0.17154472,0.16105561,0,0,-24.749943,1.269675,5.2733097,50.301167,-3.4018955,1.2718765,5.300562,50.50261,-3.2594512,1.211134,5.2556205,50.830185,-3.579323,0.048860855,0.031670086,0.21614993,0.0021942419,0.19629782,0.19738297,1.0536597,0.00017206454,0.33791742,0.31426638,2.7685242,0.001705217,21721.83984375,0,0,139200,232,600.0,0.0,600,600,0.017083333333333332,0.12958199356220582,1.0,0.0,10.25,17.75352077758099,41.0,0.0,-0.01342008,0.45962164,0.9726585,-0.98930687,8,10.25,7.553888883907348,0.008478524978272617,0.031515852897427976,29.253947454039007,36.847830715822056,1617.1491554175736,28
1998000,0.16966641,0.20641069,0,0,-4.4653015,1.8009725,5.968714,37.30731,-2.6418052,1.8178271,6.0022335,36.798424,-2.5474396,1.7616595,6.011425,37.52595,-2.9707654,0.04979482,0.02844862,0.1450086,0.005614052,0.19533327,0.1910214,1.1770047,4.3331063e-05,0.34206066,0.29622045,1.9125259,6.0313876e-05,21757.728515625,0,0,144000,240,600.0,0.0,600,600,0.004791666666666666,0.06905582232673957,1.0,0.0,2.875,7.606535019310698,23.0,0.0,-0.013921892,0.4508359,0.98852116,-0.9876702,8,2.875,8.472741586971097,0.009321966907009482,0.03609931806568056,28.617055725073442,37.13521859701723,1654.2865652105538,29
1998000,0.0240314,0.020110343,0,0,27.763279,1.3864112,5.8257074,50.44999,-5.145455,1.3912708,5.82631,50.4484,-4.7813225,1.3998052,5.855989,50.12677,-5.337102,0.05127664,0.029264517,0.16537401,0.00583275,0.17609115,0.20342827,1.4673257,4.9158865e-05,0.3402989,0.3268487,2.1152244,0.0001948376,21744.326171875,0,0,148800,248,600.0,0.0,600,600,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.012759738,0.4434189,0.96479493,-0.9512465,8,0.0,8.411317277001217,0.009083746932446957,0.03498177707660943,29.31893319694791,37.77431599795818,1692.063337253523,30
1998000,0.037601955,0.03513034,0,0,99.8309,2.580424,7.960324,51.25214,-5.2498612,2.565315,7.9221797,50.969326,-5.685659,2.550348,7.8720264,50.84973,-4.8854933,0.054586977,0.033156037,0.20653817,0.0023003335,0.21661726,0.22674255,1.8596753,6.5294666e-06,0.380153,0.3613885,2.7829401,0.00013509164,21757.083984375,0,0,153600,256,600.0,0.0,600,600,0.014166666666666666,0.11817771457522025,1.0,0.0,8.5,15.548311805466213,44.0,0.0,0.00041612983,0.43663606,0.94480973,-0.96113837,8,8.5,9.26896154996939,0.008137035998515785,0.030792810022830963,30.053145779995248,39.361037175985985,1731.4271792673972,31
1998000,0.20110732,0.18980786,0,0,-21.239532,2.2874303,7.144165,36.386826,-1.9670419,2.2942734,7.163872,36.047207,-1.8372741,2.2093856,7.052374,36.940857,-2.455743,0.048965562,0.028583203,0.15774749,0.0037248628,0.1885679,0.20236692,1.1639082,4.7588146e-06,0.33337584,0.31035814,1.9818904,2.7975075e-05,20547.7890625,0,0,158400,264,600.0,0.0,600,600,0.009375,0.09636964965693297,1.0,0.0,5.625,9.82264602843857,25.0,0.0,-0.008486951,0.43609825,0.99616617,-0.96823925,8,5.625,9.604944529011846,0.009136988082900643,0.036724615027196705,30.06779074703809,39.71859687916003,1771.1479761436349,32
1998000,0.09528783,0.115253665,0,0,144.86545,2.4556754,7.167727,49.324013,-1.1385652,2.466192,7.2064214,49.657375,-1.1147827,2.5107574,7.221479,50.37699,-1.0738331,0.05660598,0.031700365,0.17556016,0.0050554043,0.2287004,0.24767244,1.62281,1.4861528e-05,0.38327205,0.36474302,2.6791875,0.00029531546,21930.90625,0,0,163200,272,600.0,0.0,600,600,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0042550284,0.4598381,0.97170705,-0.95243645,8,0.0,10.712372972047888,0.014837377006188035,0.033354982966557145,30.35825103300158,41.11881636502221,1812.2699263684917,33
1998000,0.02397078,0.022524532,0,0,28.740425,1.3479712,5.275024,40.339165,-2.1657062,1.335331,5.26815,40.4919,-2.4458063,1.3693552,5.3132954,40.626743,-2.4133048,0.051313184,0.029658591,0.15494426,0.005330866,0.17892191,0.18976314,1.4378583,3.7204012e-05,0.3269378,0.30260667,2.6778078,0.000117983756,21896.84375,0,0,168000,280,600.0,0.0,600,600,0.015833333333333335,0.12483044055393257,1.0,0.0,9.5,12.31868499475492,28.0,0.0,0.0089329025,0.4357316,0.95246613,-0.97606224,8,9.5,10.86409559904132,0.009109833976253867,0.03675084898713976,30.209381128079258,41.11933741008397,1853.392204427626,34
1998000,0.08078042,0.08569841,0,0,29.011993,2.2771587,7.6890087,45.73989,-1.4463845,2.2883193,7.665191,45.436886,-1.4322964,2.2707644,7.7525334,45.70611,-1.7002722,0.051317386,0.030640822,0.14635834,0.004372621,0.19520898,0.21058552,1.4259375,0.00016593694,0.3304034,0.30584624,1.751251,0.00020078066,22022.28515625,0,0,172800,288,600.0,0.0,600,600,0.005,0.07053367989832941,1.0,0.0,3.0,7.937253933193772,24.0,0.0,0.02278148,0.43184787,0.98769146,-0.9685346,8,3.0,10.756091909017414,0.013418041984550655,0.034129037987440825,30.114569074008614,40.91820806299802,1894.3130055045476,35
1998000,0.30361652,0.26508138,0,0,46.790592,2.6714697,7.6108656,44.084835,-1.4204283,2.6680818,7.6059713,43.476723,-1.5870491,2.5863156,7.3492155,40.429176,-1.760571,0.052125163,0.03164632,0.18300857,0.0026607655,0.19391558,0.21528728,1.5688074,7.646489e-05,0.3415908,0.3325214,2.112551,0.00016569879,22025.5625,0,0,177600,296,600.0,0.0,600,600,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00041843334,0.470721,0.9588584,-0.9727469,8,0.0,10.697643397958018,0.009010142995975912,0.03932452399749309,30.609076961991377,41.355055026942864,1935.672116682632,36
1998000,0.115051806,0.22137493,0,0,-41.81624,2.18511,6.289892,43.327194,-0.796904,2.2499669,6.441454,44.212826,-0.7783507,2.0655174,6.0757384,42.477474,-0.77141833,0.048101544,0.028117301,0.16675766,0.004105464,0.17584735,0.20397747,1.5998814,2.6039499e-05,0.3059735,0.28340927,2.4695618,0.0002193212,22026.466796875,0,0,182400,304,600.0,0.0,600,600,0.003958333333333334,0.0627906436545729,1.0,0.0,2.375,6.283659363778403,19.0,0.0,0.0016823354,0.4744989,0.9722359,-0.9792555,8,2.375,10.339590951916762,0.009260885999538004,0.03318223811220378,30.73248591297306,41.114519989001565,1976.7890593135962,37
1998000,0.027802438,0.033555515,0,0,-4.305229,2.3562446,7.193593,43.50375,-4.2792807,2.3519378,7.1675467,43.0125,-4.55475,2.3399906,7.2047687,43.673855,-4.807786,0.049804542,0.03224304,0.1757607,0.0048753438,0.17935698,0.20630422,1.5041022,0.000117646225,0.3259802,0.33804858,3.084335,0.000834047,22026.466796875,0,0,187200,312,600.0,0.0,600,600,0.018541666666666668,0.1348994931935954,1.0,0.0,11.125,19.270686936380862,45.0,0.0,0.026364768,0.44718948,0.9669551,-0.9403289,8,11.125,10.035875326022506,0.009160744957625866,0.03526231599971652,31.214985509985127,41.295283896964975,2018.0867868977366,38
